2023-12-13 03:52:28,303 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-12-13 03:52:28,338 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-12-13 03:52:28,339 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-12-13 03:52:28,340 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-12-13 03:52:28,342 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-12-13 03:52:28,343 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-12-13 03:52:28,344 INFO  SwAddin.cs: 201 - Setting up command manager
2023-12-13 03:52:28,348 INFO  SwAddin.cs: 204 - Adding command manager
2023-12-13 03:52:28,350 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-12-13 03:52:28,351 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-12-13 03:52:28,352 INFO  SwAddin.cs: 210 - Adding event handlers
2023-12-13 03:52:28,355 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-12-13 04:27:21,993 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-12-13 04:27:21,997 INFO  SwAddin.cs: 299 - Save is required
2023-12-13 04:27:21,998 INFO  SwAddin.cs: 313 - Saving assembly
2023-12-13 04:27:22,000 INFO  SwAddin.cs: 316 - Opening property manager
2023-12-13 04:27:22,038 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2023-12-13 04:27:22,049 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Assem1
2023-12-13 04:27:22,051 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2023-12-13 04:27:22,052 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-12-13 04:27:22,057 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-12-13 04:27:22,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2023-12-13 04:27:22,061 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part1-1
2023-12-13 04:27:22,062 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2023-12-13 04:27:22,064 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-1
2023-12-13 04:27:22,065 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part2-1
2023-12-13 04:27:22,067 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-1
2023-12-13 04:27:22,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-1
2023-12-13 04:27:22,070 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part3-1
2023-12-13 04:27:22,072 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-1
2023-12-13 04:27:22,074 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2023-12-13 04:27:22,075 INFO  ExportHelperExtension.cs: 1136 - Found 33 in Assem1
2023-12-13 04:27:22,076 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem1
2023-12-13 04:27:22,077 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-12-13 04:27:22,078 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-12-13 04:27:22,078 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1-1
2023-12-13 04:27:22,079 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part1-1
2023-12-13 04:27:22,079 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1-1
2023-12-13 04:27:22,079 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2-1
2023-12-13 04:27:22,081 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part2-1
2023-12-13 04:27:22,082 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2-1
2023-12-13 04:27:22,082 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part3-1
2023-12-13 04:27:22,082 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part3-1
2023-12-13 04:27:22,084 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part3-1
2023-12-13 04:27:22,687 INFO  SwAddin.cs: 339 - Loading config tree
2023-12-13 04:27:22,692 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-12-13 04:27:22,697 INFO  SwAddin.cs: 344 - Showing property manager
2023-12-13 04:27:36,965 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2023-12-13 04:27:37,084 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-12-13 04:30:44,559 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-12-13 04:30:44,560 INFO  SwAddin.cs: 299 - Save is required
2023-12-13 04:30:44,560 INFO  SwAddin.cs: 313 - Saving assembly
2023-12-13 04:30:44,560 INFO  SwAddin.cs: 316 - Opening property manager
2023-12-13 04:30:44,561 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2023-12-13 04:30:44,561 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem1
2023-12-13 04:30:44,562 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2023-12-13 04:30:44,562 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-12-13 04:30:44,563 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-12-13 04:30:44,563 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2023-12-13 04:30:44,564 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part1-1
2023-12-13 04:30:44,564 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2023-12-13 04:30:44,564 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2-1
2023-12-13 04:30:44,565 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part2-1
2023-12-13 04:30:44,565 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2-1
2023-12-13 04:30:44,566 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-1
2023-12-13 04:30:44,566 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part3-1
2023-12-13 04:30:44,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-1
2023-12-13 04:30:44,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2023-12-13 04:30:44,567 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Assem1
2023-12-13 04:30:44,568 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem1
2023-12-13 04:30:44,568 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-12-13 04:30:44,569 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-12-13 04:30:44,569 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1-1
2023-12-13 04:30:44,569 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part1-1
2023-12-13 04:30:44,570 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1-1
2023-12-13 04:30:44,570 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part2-1
2023-12-13 04:30:44,571 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part2-1
2023-12-13 04:30:44,573 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part2-1
2023-12-13 04:30:44,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part3-1
2023-12-13 04:30:44,574 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Part3-1
2023-12-13 04:30:44,574 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part3-1
2023-12-13 04:30:44,792 INFO  SwAddin.cs: 339 - Loading config tree
2023-12-13 04:30:44,793 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-12-13 04:30:44,797 INFO  SwAddin.cs: 344 - Showing property manager
2023-12-13 04:30:49,015 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-12-13 04:31:02,504 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-12-13 04:31:45,751 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-12-13 04:31:47,453 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
